,winner,loser,map,리마스터,방식,대회 레벨,대회 이름,중요도
661,김태성[경기대학교],아이유(이지은)[가수],69,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
662,김태성[경기대학교],하연수(유연수)[배우],68,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
663,조성주[Maru],김태성[경기대학교],67,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
664,조성주[Maru],박상현[캐스터],66,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
665,조성주[Maru],유대현[해설],65,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
666,조성주[Maru],이승원[해설],64,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
667,조성주[Maru],유상우[인하대학교],63,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
668,조성주[Maru],강현종[해설],62,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
669,조성주[Maru],서경종[Shark],61,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
670,김택용[Bisu],조성주[Maru],60,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
671,김택용[Bisu],최현석[셰프],59,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
672,김택용[Bisu],조현아[KSK],58,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
673,김택용[Bisu],정은지[에이핑크],57,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
674,김택용[Bisu],한지원[ByuL],56,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
675,하연주[배우],김택용[Bisu],55,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
676,송병구[Stork],하연주[배우],54,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
677,송병구[Stork],손연재[리듬체조],53,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
678,송병구[Stork],박수호[DRG],52,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
679,이승현[Life],송병구[Stork],51,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
680,이승현[Life],임성춘[IntotheRain],50,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
681,이승현[Life],박보영[남서울대학교],49,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
682,이승현[Life],손영지[관동대학교],48,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
683,이승현[Life],안현진[한라대학교],47,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
684,김범진[강남대학교],이승현[Life],46,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
685,황광희[제-아],김범진[강남대학교],45,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
686,김민준[소방공무원],황광희[제-아],44,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
687,조중혁[Dream],김민준[소방공무원],43,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
688,오주영[인천대학교],조중혁[Dream],42,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
689,이병렬[Rogue],오주영[인천대학교],41,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
690,이제동[JD],이병렬[Rogue],40,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
691,이제동[JD],박근혜[정치인],39,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
692,이제동[JD],원이삭[PartinG],38,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
693,이제동[JD],김준호[herO],37,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
694,이제동[JD],오현민[KAIST],36,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
695,하석진[배우],이제동[JD],35,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
696,김철민[캐스터],하석진[배우],34,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
697,신재평[페퍼톤스],김철민[캐스터],33,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
698,이영호[FlaSh],신재평[페퍼톤스],32,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
699,이영호[FlaSh],김건모[가수],31,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
700,임시완[제-아],유주(최유나)[여자친구],30,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
701,임시완[제-아],이국주[코미디언],29,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
702,임시완[제-아],김제동[방송인],28,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
703,임시완[제-아],박보영[배우],27,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
704,임시완[제-아],차태현[배우],26,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
705,김명민[배우],임시완[제-아],25,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
706,김종국[터보],김명민[배우],24,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
707,김종국[터보],오해찬[KAIST],23,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
708,김동건[서울대학교],김종국[터보],22,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
709,강호동[방송인],김동건[서울대학교],21,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
710,강호동[방송인],이신형[InNovation],20,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
711,강호동[방송인],김유진[sOs],19,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
712,강호동[방송인],윤보미[에이핑크],18,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
713,강호동[방송인],전태양[TY],17,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
714,김대엽[Stats],강호동[방송인],16,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
715,김대엽[Stats],이혜리[걸스데이],15,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
716,박인경[SW],김대엽[Stats],14,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
717,박인경[SW],김웅용[공학자],13,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
718,박인경[SW],노예란[가톨릭대학교],12,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
719,박인경[SW],방민아[걸스데이],11,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
720,바다(최성희)[SES],박인경[SW],10,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
721,김영만[종이공예],바다(최성희)[SES],9,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
722,김영만[종이공예],권리세[레이디스코드],8,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
723,김진경[경기대학교],김영만[종이공예],7,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
724,김진경[경기대학교],조성모[가수],6,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
725,김진경[경기대학교],노현민[숭실대학교],5,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
726,박소진[걸스데이],김진경[경기대학교],4,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
727,박소진[걸스데이],정초희[경기대학교],3,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
728,이재은[경기대학교],박소진[걸스데이],2,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
729,이재은[경기대학교],슈(유수영)[SES],1,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
730,이재은[경기대학교],박준형[g.o.d],0,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
731,이재은[경기대학교],써니(이순규)[소녀시대],-1,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
732,이서진[배우],이재은[경기대학교],-2,X,팀리그,프로리그,KMS 프로리그 15-16,정규시즌
733,주성욱[Zest],임시완[제-아],76,X,팀리그,컵 대회,STX Masters S3,8강
734,주성욱[Zest],강한솔[간호사],94,X,팀리그,컵 대회,STX Masters S3,8강
735,김성아[고려대학교],주성욱[Zest],77,X,팀리그,컵 대회,STX Masters S3,8강
736,김성아[고려대학교],황지영[리포터],78,X,팀리그,컵 대회,STX Masters S3,8강
737,정명훈[FanTaSy],김성아[고려대학교],75,X,팀리그,컵 대회,STX Masters S3,8강
738,정명훈[FanTaSy],강호동[방송인],98,X,팀리그,컵 대회,STX Masters S3,8강
739,김태성[경기대학교],이봉주[SW],99,X,팀리그,컵 대회,STX Masters S3,8강
740,김태성[경기대학교],박명수[방송인],78,X,팀리그,컵 대회,STX Masters S3,8강
741,김태성[경기대학교],송예찬[광운대학교],77,X,팀리그,컵 대회,STX Masters S3,8강
742,김태성[경기대학교],조세호[코미디언],75,X,팀리그,컵 대회,STX Masters S3,8강
743,이호진[서울대학교],송기문[CTO],77,X,팀리그,컵 대회,STX Masters S3,8강
744,이호진[서울대학교],어윤수[soO],78,X,팀리그,컵 대회,STX Masters S3,8강
745,앤드류 와일스[수학자],이호진[서울대학교],99,X,팀리그,컵 대회,STX Masters S3,8강
746,조타(이종화)[몬스타엑스],앤드류 와일스[수학자],94,X,팀리그,컵 대회,STX Masters S3,8강
747,최연성[iloveoov],조타(이종화)[몬스타엑스],98,X,팀리그,컵 대회,STX Masters S3,8강
748,최연성[iloveoov],이영표[축구선수],75,X,팀리그,컵 대회,STX Masters S3,8강
749,윤소희[배우],최연성[iloveoov],76,X,팀리그,컵 대회,STX Masters S3,8강
750,조중혁[Dream],첸(김종대)[EXO],99,X,팀리그,컵 대회,STX Masters S3,8강
751,이장원[페퍼톤스],조중혁[Dream],77,X,팀리그,컵 대회,STX Masters S3,8강
752,이장원[페퍼톤스],오현민[KAIST],98,X,팀리그,컵 대회,STX Masters S3,8강
753,이승현[Life],이장원[페퍼톤스],76,X,팀리그,컵 대회,STX Masters S3,8강
754,박경[블락비],이승현[Life],75,X,팀리그,컵 대회,STX Masters S3,8강
755,박경[블락비],조성주[Maru],94,X,팀리그,컵 대회,STX Masters S3,8강
756,송병구[Stork],최정문[서울대학교],99,X,팀리그,컵 대회,STX Masters S3,4강
757,송병구[Stork],GD(권지용)[빅뱅],76,X,팀리그,컵 대회,STX Masters S3,4강
758,송병구[Stork],벤(이은영)[가수],77,X,팀리그,컵 대회,STX Masters S3,4강
759,주성욱[Zest],송병구[Stork],78,X,팀리그,컵 대회,STX Masters S3,4강
760,주성욱[Zest],박상현[캐스터],98,X,팀리그,컵 대회,STX Masters S3,4강
761,주성욱[Zest],이영호[FlaSh],75,X,팀리그,컵 대회,STX Masters S3,4강
762,김태성[경기대학교],주성욱[Zest],94,X,팀리그,컵 대회,STX Masters S3,4강
763,이호진[서울대학교],김경훈[일리노이주립대],77,X,팀리그,컵 대회,STX Masters S3,4강
764,김연우(김학철)[가수],이호진[서울대학교],98,X,팀리그,컵 대회,STX Masters S3,4강
765,김연우(김학철)[가수],조타(이종화)[몬스타엑스],75,X,팀리그,컵 대회,STX Masters S3,4강
766,자이언티(김해솔)[가수],김연우(김학철)[가수],78,X,팀리그,컵 대회,STX Masters S3,4강
767,박경[블락비],자이언티(김해솔)[가수],99,X,팀리그,컵 대회,STX Masters S3,4강
768,윤소희[배우],박경[블락비],94,X,팀리그,컵 대회,STX Masters S3,4강
769,이장원[페퍼톤스],윤소희[배우],76,X,팀리그,컵 대회,STX Masters S3,4강
770,정준영[가수],김민준[소방공무원],94,X,팀리그,컵 대회,STX Masters S3,준결승
771,임성춘[IntotheRain],정준영[가수],99,X,팀리그,컵 대회,STX Masters S3,준결승
772,이장원[페퍼톤스],임성춘[IntotheRain],77,X,팀리그,컵 대회,STX Masters S3,준결승
773,이장원[페퍼톤스],이승원[해설],76,X,팀리그,컵 대회,STX Masters S3,준결승
774,김태성[경기대학교],이장원[페퍼톤스],75,X,팀리그,컵 대회,STX Masters S3,준결승
775,김태성[경기대학교],허솔지[EXID],98,X,팀리그,컵 대회,STX Masters S3,준결승
776,김태성[경기대학교],박경[블락비],78,X,팀리그,컵 대회,STX Masters S3,준결승
777,민도희[배우],채민준[캐스터],24,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
778,조타(이종화)[몬스타엑스],최희[아나운서],36,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
779,민도희[배우],조타(이종화)[몬스타엑스],4,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
780,채민준[캐스터],최희[아나운서],99,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
781,채민준[캐스터],조타(이종화)[몬스타엑스],6,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
782,데프콘(유대준)[가수],공서영[아나운서],31,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
783,써니(이순규)[소녀시대],하동훈[가수],22,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
784,데프콘(유대준)[가수],써니(이순규)[소녀시대],86,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
785,공서영[아나운서],하동훈[가수],96,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
786,써니(이순규)[소녀시대],공서영[아나운서],49,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
787,이경아[SW],박근혜[정치인],53,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
788,여은(정지은)[멜로디데이],강현종[해설],83,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
789,여은(정지은)[멜로디데이],이경아[SW],51,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
790,강현종[해설],박근혜[정치인],0,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
791,이경아[SW],강현종[해설],50,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
792,이현경[아나운서],안현진[한라대학교],99,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
793,김민준[소방공무원],김경운[SW],75,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
794,이현경[아나운서],김민준[소방공무원],46,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
795,김경운[SW],안현진[한라대학교],71,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
796,김민준[소방공무원],김경운[SW],43,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
797,이서진[배우],정초희[경기대학교],101,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
798,김선아[SW],이연희[배우],76,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
799,이서진[배우],김선아[SW],45,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
800,이연희[배우],정초희[경기대학교],27,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
801,김선아[SW],이연희[배우],84,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
802,김정남[터보],하연수(유연수)[배우],52,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
803,육중완[장미여관],문재인[정치인],20,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
804,육중완[장미여관],김정남[터보],26,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
805,문재인[정치인],하연수(유연수)[배우],34,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
806,김정남[터보],문재인[정치인],19,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
807,황광희[제-아],박명수[방송인],97,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
808,조현아[KSK],차태현[배우],75,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
809,조현아[KSK],황광희[제-아],32,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
810,박명수[방송인],차태현[배우],81,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
811,황광희[제-아],박명수[방송인],57,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
812,이봉주[SW],슈(유수영)[SES],96,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
813,리지(박수영)[애프터스쿨],손연재[리듬체조],74,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
814,이봉주[SW],리지(박수영)[애프터스쿨],95,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
815,손연재[리듬체조],슈(유수영)[SES],84,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
816,손연재[리듬체조],리지(박수영)[애프터스쿨],57,X,개인리그,월즈,2016 월드 챔피언십(Bottom),32강
817,김태성[경기대학교],김유진[sOs],99,X,팀리그,컵 대회,STX Masters S3,결승
818,김태성[경기대학교],김동건[서울대학교],78,X,팀리그,컵 대회,STX Masters S3,결승
819,김태성[경기대학교],김진경[경기대학교],76,X,팀리그,컵 대회,STX Masters S3,결승
820,이신형[InNovation],김태성[경기대학교],77,X,팀리그,컵 대회,STX Masters S3,결승
821,이신형[InNovation],김민준[소방공무원],98,X,팀리그,컵 대회,STX Masters S3,결승
822,이영호[FlaSh],이신형[InNovation],94,X,팀리그,컵 대회,STX Masters S3,결승
823,오현민[KAIST],김명민[배우],91,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
824,오현민[KAIST],박보영[배우],0,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
825,오현민[KAIST],유주(최유나)[여자친구],15,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
826,오현민[KAIST],방민아[걸스데이],91,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
827,이승현[Life],전태양[TY],58,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
828,이승현[Life],김진경[경기대학교],95,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
829,이승현[Life],김유진[sOs],46,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
830,이신형[InNovation],이승현[Life],15,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
831,이신형[InNovation],정은지[에이핑크],8,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
832,이신형[InNovation],하연수(유연수)[배우],50,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
833,이신형[InNovation],하석진[배우],55,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
834,이재은[경기대학교],아이유(이지은)[가수],21,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
835,김준호[herO],이재은[경기대학교],27,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
836,김준호[herO],오해찬[KAIST],0,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
837,김웅용[공학자],김준호[herO],35,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
838,김웅용[공학자],조성주[Maru],21,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
839,신재평[페퍼톤스],김웅용[공학자],76,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
840,신재평[페퍼톤스],김동건[서울대학교],29,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
841,조현아[KSK],채민준[캐스터],1,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
842,이서진[배우],김정남[터보],99,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
843,이서진[배우],조현아[KSK],2,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
844,김정남[터보],채민준[캐스터],52,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
845,조현아[KSK],김정남[터보],11,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
846,민도희[배우],이경아[SW],45,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
847,황광희[제-아],데프콘(유대준)[가수],49,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
848,황광희[제-아],민도희[배우],19,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
849,데프콘(유대준)[가수],이경아[SW],61,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
850,민도희[배우],데프콘(유대준)[가수],62,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
851,김선아[SW],이현경[아나운서],94,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
852,김민준[소방공무원],여은(정지은)[멜로디데이],97,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
853,김선아[SW],김민준[소방공무원],15,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
854,여은(정지은)[멜로디데이],이현경[아나운서],86,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
855,여은(정지은)[멜로디데이],김민준[소방공무원],9,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
856,이봉주[SW],써니(이순규)[소녀시대],100,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
857,육중완[장미여관],손연재[리듬체조],87,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
858,이봉주[SW],육중완[장미여관],9,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
859,손연재[리듬체조],써니(이순규)[소녀시대],84,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
860,육중완[장미여관],손연재[리듬체조],71,X,개인리그,월즈,2016 월드 챔피언십(Bottom),16강
861,육중완[장미여관],이서진[배우],35,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
862,민도희[배우],황광희[제-아],68,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
863,민도희[배우],육중완[장미여관],67,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
864,황광희[제-아],이서진[배우],73,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
865,육중완[장미여관],황광희[제-아],50,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
866,김선아[SW],조현아[KSK],62,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
867,여은(정지은)[멜로디데이],이봉주[SW],95,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
868,여은(정지은)[멜로디데이],김선아[SW],39,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
869,이봉주[SW],조현아[KSK],21,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
870,김선아[SW],이봉주[SW],65,X,개인리그,월즈,2016 월드 챔피언십(Bottom),8강
871,박경[블락비],김윤[SW],26,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
872,박경[블락비],마재윤[sAviOr],89,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
873,하니(안희연)[EXID],박경[블락비],45,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
874,하니(안희연)[EXID],허솔지[EXID],78,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
875,루나(박선영)[f(x)],하니(안희연)[EXID],41,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
876,어윤수[soO],루나(박선영)[f(x)],4,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
877,어윤수[soO],유재환[음악인],0,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
878,이장원[페퍼톤스],이정현[가수],77,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
879,이장원[페퍼톤스],정준하[방송인],33,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
880,이장원[페퍼톤스],허영무[JangBi],80,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
881,김동수[GARIMTO],이장원[페퍼톤스],100,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
882,첸(김종대)[EXO],김동수[GARIMTO],28,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
883,김연우(김학철)[가수],송기문[CTO],75,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
884,김연우(김학철)[가수],임요환[Slayer_S BoxeR],28,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
885,최연성[iloveoov],김연우(김학철)[가수],90,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
886,최연성[iloveoov],김소정[가수],11,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
887,홍진호[YellOw],최연성[iloveoov],18,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
888,앤드류 와일스[수학자],홍진호[YellOw],44,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
889,앤드류 와일스[수학자],김경훈[일리노이주립대],0,X,팀리그,프로리그,KMS 프로리그 15-16,6강 플레이오프
890,김선아[SW],민도희[배우],93,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
891,민도희[배우],김선아[SW],93,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
892,민도희[배우],김선아[SW],70,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
893,민도희[배우],김선아[SW],9,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
894,여은(정지은)[멜로디데이],육중완[장미여관],62,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
895,여은(정지은)[멜로디데이],육중완[장미여관],68,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
896,육중완[장미여관],여은(정지은)[멜로디데이],53,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
897,육중완[장미여관],여은(정지은)[멜로디데이],97,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
898,여은(정지은)[멜로디데이],육중완[장미여관],62,X,개인리그,월즈,2016 월드 챔피언십(Bottom),4강
899,육중완[장미여관],김선아[SW],83,X,개인리그,월즈,2016 월드 챔피언십(Bottom),3-4위전
900,육중완[장미여관],김선아[SW],100,X,개인리그,월즈,2016 월드 챔피언십(Bottom),3-4위전
901,김선아[SW],육중완[장미여관],11,X,개인리그,월즈,2016 월드 챔피언십(Bottom),3-4위전
902,김선아[SW],육중완[장미여관],77,X,개인리그,월즈,2016 월드 챔피언십(Bottom),3-4위전
903,육중완[장미여관],김선아[SW],71,X,개인리그,월즈,2016 월드 챔피언십(Bottom),3-4위전
904,이정현[가수],박근혜[정치인],10,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
905,김준호[herO],이정현[가수],50,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
906,어윤수[soO],김준호[herO],6,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
907,어윤수[soO],아이유(이지은)[가수],22,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
908,오현민[KAIST],어윤수[soO],81,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
909,마재윤[sAviOr],오현민[KAIST],39,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
910,김성아[고려대학교],아자 황[개발자],58,X,팀리그,컵 대회,STX Masters S3,8강
911,최정문[서울대학교],김성아[고려대학교],1,X,팀리그,컵 대회,STX Masters S3,8강
912,최정문[서울대학교],김영만[종이공예],94,X,팀리그,컵 대회,STX Masters S3,8강
913,최정문[서울대학교],임시완[제-아],15,X,팀리그,컵 대회,STX Masters S3,8강
914,최정문[서울대학교],션(노승환)[지누션],43,X,팀리그,컵 대회,STX Masters S3,8강
915,이윤열[NaDa],신재평[페퍼톤스],72,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
916,이윤열[NaDa],조중혁[Dream],79,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
917,이승현[Life],이윤열[NaDa],45,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
918,이승현[Life],허영무[JangBi],38,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
919,강민[Nal_rA],이승현[Life],36,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
920,조성주[Maru],강민[Nal_rA],20,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
921,임요환[Slayer_S BoxeR],조성주[Maru],84,X,팀리그,프로리그,KMS 프로리그 15-16,준플레이오프
922,김소정[가수],김동건[서울대학교],30,X,팀리그,컵 대회,STX Masters S3,8강
923,김소정[가수],유주(최유나)[여자친구],15,X,팀리그,컵 대회,STX Masters S3,8강
924,김소정[가수],김유진[sOs],94,X,팀리그,컵 대회,STX Masters S3,8강
925,이신형[InNovation],김소정[가수],58,X,팀리그,컵 대회,STX Masters S3,8강
